Company Name,Description,Link
Nova Credit,"Nova Credit is the premier cross-border credit reporting agency. The lack of a domestic credit history keeps millions of immigrants in the U.S. from realizing their dreams. Nova Credit helps newcomers and other global citizens apply for financial services using their international credit history from countries including Australia, Brazil, Canada, India, Mexico, South Korea, and the UK. Nova Credit translates international credit data into a U.S.-equivalent score and a report in a format familiar to select American underwriters, who can use it to evaluate their applications for credit products. By connecting consumers and lenders with trusted data and analytics where the traditional credit system falls short, Nova Credit enable consumers to paint a complete picture of their financial identity and allows businesses to lend more fairly and responsibly.",http://novacredit.com
NayaOne,"NayaOne's platform helps Financial Services companies discover, evaluate and scale third party technology to build new products and services. A Fintech marketplace (120+ connected Tech solutions), a Data marketplace and experimentation environments all accessed through a single connection and delivering PoC's in 6 weeks rather than 9 months. 

For established firms; the platform provides an off-estate, SaaS solution through which to test and validate third party solutions using synthetic data sets and digital sandboxes. Additionally, clients can bring in their partners to collaborate or bring challenges to their community to build new solutions.

For fintechs: a route to market through the marketplace and also a place to discover, test and implement new partner capabilities via Fintech-aaS. For start-ups, 100+ synthetic and curated public data sets for refining product. 

For regulators and associations: hackathon and event hosting to connect the industry and address common challenges. 
Innovation for the Innovators.",http://nayaone.com
AAZZUR,"Fintech levelled the playing field for finance. Now AAZZUR is levelling the playing field for corporates and startups that want to launch or embed fintech into their digital propositions. 

We’re an embedded finance integrator on a mission to radically reduce the cost of entry and accelerate route to revenue for non-fintechs.  

We’ve brought world-leading fintechs such as Wise, railsr and treezor onto our platform, meaning non-fintechs can access our compliance-ready, complete techstack with just one integration.  

AAZZUR enables any business to embed banking, wealth management, lending and more, so they can offer their customers world-class contextualised financial services, at the precise point where they need them.",http://www.aazzur.com
Brim Financial,"Brim Financial is a Platform-as-a-service for banks, credit unions, fintechs, and corporations to help them design, launch and manage cards and other embedded financial solutions. 


Brim offers a fully configurable digital platform that delivers payment solutions for consumers and businesses including credit cards, buy-now-pay-later solutions, mobile and digital banking, and a comprehensive rewards-loyalty ecosystem that is live at over 40,000 merchants globally. 


Currently, Brim works with financial institutions such as Canadian Western Bank and Laurentian Bank. At Laurentian Bank, we are streamlining the lifecycle of card issuing and management, reducing the number of third-party vendors, shortening the card issuance process from 25 days to instant, and scaling the infrastructure with 90% of manual tasks now automated.",http://www.brimfinancial.com
PetHub,"Modern Pet Identification tags for municipalities and pharma for pet licenses and rabies tags. As of Q1 2018, PetHub has entered 128 communities and growing as the new, modern data-rich digital pet ID tag.

The physical ID tags and software services get 98% of animals through the service home without entering a shelter's doors. 96% of those pets are home in under 24-hours due to the social and crowd effect of making tags powerful and usable by anyone finding an animal (as opposed to microchips that require a pet be taken to a shelter or vet to be scanned).

When the pet is found, the owner receives instant alerts (email, SMS) which includes any GPS data pulled from the phone of the person finding the pet. The owner may also send an electronic lost pet poster to shelters within a 50-mile radius of the pet's last-known location.

In the U.S. alone there are 78 million dogs and 84 million cats with 62% of us owning at least 1 pet. The result is that we ""pet parents"" spent $60-billion last",http://pethub.com
Protenga,"Protenga - Making Insects Work For You. We develop data-driven Insect Technology that enables a circular economy for food waste and produces best-in-class, sustainable Insect Products for aquaculture, pet food and organic farming.

Protenga produces protein, oil, frass, and an insect based petfood called YumGrubs.

Protenga is focused on building decentralized  production of insects and valuable byproducts to be used in aquaculture, animal feed, and agriculture.",http://protenga.com
Metalchemy,"We are a London based nanotech start-up which strives to develop green solutions for a brighter future.

With the growing food waste pandemic, Metalchemy is focused on sustainable impact and seeks to use nanotechnology to promote food longevity while combating climate change and food poverty. At a global level, the cost of avoidable food and drink waste is around £1 trillion annually, accounting for 10% of the global greenhouse gas emissions.

We aim to be the first nano-integrated sustainable company, rebuilding society atom by atom and optimizing the food systems using the power of nanotech. To do this, we work with partners and clients to develop and manufacture nanotech products such as bioplastics from our green nanomaterials. We achieve this by developing products that target food waste using our green nanotechnology. Using our tech we can prevent the worsening effects of climate change and reduce CO2 emissions.

Metalchemy’s bio-packaging is plant-based and biodegradable, and could offer an alternative to petrochemical synthetic plastics. By incorporating our nanotechnology into bioplastics, our own research indicates that food shelf life can be increased by 7 days for meat, 5 days for cheese, and 4 days for fresh salad.",http://metalchemy.tech
Precision Livestock Technologies,"PLT’s vision is to create a service delivery platform with actionable intelligence and AI-powered recommendations that drive higher profits, better quality, and improved animal health. 

Products
Feeding - The large, data-driven feeders that dominate domestic beef supply suffer from a reliance on subjective, episodic data and skilled labor shortages.  The PLT Bunk Management System addresses these issues by delivering continuous, automated metrics to maximize intake, reduce errors, save on labor, and provide real-time data to consulting nutritionists and veterinarians. 
Performance - A Performance Management enhancement will be released in 2022 to provide continuous in-pen weight data to enable more profitable harvest timing.  
Health - Our Health Management solutions will follow in 2023.  These enable early intervention to reduce death loss and antibiotic use. They are being developed under the auspices of a grant from FFAR/ICASA with significant industry support.

Business Strategy
PLT's recurring revenue model is supported by performance gains and labor savings. The company’s go-to-market strategy is sales-based, with a direct specialist organization calling on feedlot executives and supported by relationships with technology, feed and animal health companies.",http://www.precision-livestock.com
MatrixSpec,"Founded in 2014 and based on the over ten years of state of the art research, MatrixSpec's patented technology is able to assess the quality, safety level and provide detailed analysis of various types of eggs, cuts of meat and other processed foods.

Egg Hatcheries
Whether the hatchery is a broiler-type or an egg-type hatchery, MatrixSpec's technology can optimize productivity. The next generation MSE3000 scanner will detect egg fertility and determine gender prior to incubation.

Pork Processing
MatrixSpec's handheld MSP400 scanner will accurately grade any cut of pork to any international standard. 

Fish Processing
MatrixSpec's handheld MSF150 scanner will accurately grade any cut of fish to any international standard increasing both the speed of grading and accuracy powered by AI algorithms",https://matrixspec.ai/index.html
Vizit,"Vizit is the Visual Brand Performance Company.
Vizit helps leading brands and retailers see through the eyes of consumer audiences in order to measure, optimize, and monitor visual content at scale using patented AI technology. The company’s Visual Brand Performance Platform enables brands to increase traffic, drive conversions, and lift sales with AI-optimized visual content. Visual Intelligence insights give product and design teams a new source of data to bring products to market faster than ever before through more efficient and effective visual testing.",http://vizit.com
