Company Name,Description,Link
Spin Analytics Limited,AI Platform that automates credit risk managemenr services for financial institutions and companies,http://spin-analytics.com/
ZENKIGEN Inc.,A web & video interviewing platform to enhance a company's recruiting process,https://zenkigen.co.jp/
ATTIVITA,Closed anonymous Q & A matching service that connects companies and professionals lawyers,https://attivita.co.jp/
Digicro Pte Ltd,Develop online small loan business using AI for unbanked Cambodian people,https://digicro.net
DLT Labs,"Design, development and integration of blockchain, platform and application provided a t once.",https://dltlabs.io/
Leeways inc.,Analyzing real estate transaction information and macro data with AI to visualize the future value of real estate. Development of real estate evaluation model.,https://leeways.co.jp/
"Legal Technology, Inc.",Development of a cloud-type research tool that can search and browse legal books,https://www.legal-technology.jp/
ComplyAdvantage,Global and real-time monitoring of KYC and money laundering data,https://complyadvantage.com/
Moneythor Pte. Ltd.,"Providing personalization tools to improve the digital channels of financial institutions, and improve customer experience",https://www.moneythor.com
smartKYC ltd.,Increased efficiency and accuracy of account opening (Client Onboarding) or periodic KYC processes,https://smartkyc.com/
Trueface,"Computer vision solutions that make existing camera data smarter (Face recognition, threat detection, etc.)",https://trueface.ai/
AXION RESEARCH INC.,Hybrid AI engine that analyzes and predicts disease risks,https://www.axionr.com/
"Coreconcier Co., Ltd",Providing application guidance (increasing IT literacy) mainly to senior citizens.,https://corecon.co.jp
Cosolab Inc.,Developing a system for medical professionals to evaluate the healthiness of breast milk by measuring flora,http://cosolab.com
Diabnext Sas,Hassle-Free Diabetic Living with DIABENXT,https://www.diabnext.com/
DUMSCO Inc.,People analytics business using business and labor data and healthcare data,https://dumsco.com/
emol inc.,Mental improvement program that vizualizes the health and wellness of the workplace,http://emol.jp/
IB,Insurance policy management app that aims to eliminate incomplete billings of insurances,https://www.hokenbo-ib.com
"kimamani, inc.",Development of a digital treatment application focused on mental-related disorders,https://kimamani.co/
"KUDO, Inc.,",Multilingual video conferencing and live events solution for businesses,https://kudoway.com
KyoDiagnostics,Personalized healthcare business based on sensitivity testing on anticancer drugs for colorectal cancer,https://kyo-diagnostics.jp/
Linc’well,Producing smart clinics armed with IT,https://linc-well.com/
Meetscare Co. Ltd.,Providing a one-stop solution for people struggling with elderly care,https://meetscare.jp/
pickupon Inc.,Developing and operating a cloudbased AI phone program that automatically record the conversation in text,https://pickupon.io/
Anokoro Communications,Operating business to support independence and improve QOL,http://www.anokoro.co.jp
"bspr co., ltd.","Development and operation of the world's first comprehensive dementia prevention service (""testing""-""prevention""-""sharing"" service)",https://www.bspr.co.jp
"Cocolomi, Ltd.",A service business focused on “good listeners” is currently being developed mainly for the elderly,https://cocolomi.co.jp/
dAignosis inc.,Realization of data prediction by generating weather forecast images and cyber security of edge computing using AI,http://www.daignosis.com/
Gero LLC,Providing support for managing aging and health risks with smartphones and wearables,https://gero.ai/
Craif Inc.,A startup company for Liquid Biopsy. Implementation of early diagnosis of cancer.,https://craif.com/
MatrixFlow,Pioneer of building a fitness training system based on DNA information,https://www.matrixflow.net/
"Mental Health Technologies Co., Ltd.",Pioneer of building a fitness training system based on DNA information,https://mh-tec.co.jp/
MIKAWAYA21 Inc.,"Expanding the ""Magokoro Support"" service nationwide, offering solutions to seniors' problems for 500 yen per 20 minutes",https://corp.mikawaya21.com/
Novenine,Development and sales of health management / disease prevention services and products in the dental field,https://www.novenine.com/
Techlico Inc.,Original 3D rehabilitation software using MR (mixed reality) and VR (virtual reality) technologies system,http://rehamaru.jp
Applied Academics LLC.,We help socially important institutional investors in Asia perform,https://www.appliedacademics.com/
Beacon Platform K.K.,"Financial technology company that delivers a cloud-based, end-to-end development and production platform",https://www.beacon.io/
Credify Ltd.,Offers digital ID and user imported data passporting services,https://credify.one
Dataperformers,Building advanced and cross-industry technologies and products,https://www.dataperformers.com/
GVA TECH,"Development and provision of the AI-CON series of legal technology services (registration document preparation, drafting, and contract review)",https://gvatech.co.jp/
Loglass,"Developed the next generation business management cloud ""Loglass""",https://loglass.jp/
Miletos inc.,Developed an advanced software that automates company's expense check,https://sapphire.miletos.tech/
PriceHubble AG,Provides a visualizing service to help assess real estate value using SaaS AI service,https://pricehubble.com/en/
Ptmind,"Provides data analysis, AB test, and support automation with a mission of maximizing data value",https://jp.ptmind.com/
Queue Q,"Virtual Fastpass, a digital payment platform, makes life easier.",http://www.queq.me
Re-Sec Technologies Ltd.,"Innovative enterprise-grade solutions to prevent malware penetration of networks, endpoints and data centers",https://resec.co/
Singular Perturbations,Crime prediction software with an proprietary algorithm that utilizes a world class prediction method,http://www.singularps.com
Yamato.Inc,Implementing AI to advance financial service's credit risk and asset management services,http://financial-ai.jp/
"WINFrontier Co,.Ltd.",Mental healthcare service the visualizes emotions through a smartphone app and wearable devices,https://winfrontier.com
Wellness Inc.,A personal physician service that combines online and face-to-face interaction for preventive care and other purposes.,https://wellness.jp/
"Splink,Inc.",Early detection of dementia through neuroscience and AI,https://www.splinkns.com/
"SmartScan,Inc.",Realization of more affordable and accessible preventive medicine and construction of a wellness data platform to embody the world view of pre-disease.,https://smartscan.co.jp/
Protosure Inc.,Cloud-based insurance product development platform,https://www.protosure.io/
"inSharerance, LLC.",Peer to peer risk sharing of global catastrophes,https://www.insharerance.com/
"FamiOne, Inc.",Personalized support service for couples working on pregnancy / infertility treatment,https://famione.co.jp/
Emosta Inc.,Providing emotion analyze solution combining psychology and technology,https://emosta.com/ja/
CUVEYES Inc.,Primary prevention (non-illness) through the power of healthcare and entertainment,https://cuveyes.com/
wevnal Inc.,Customer support with an AI Chatbot,http://www.wevnal.co.jp
"vivola Co., Ltd.",Providing a treatment searching service with a focus on in vitro fertilization,https://www.vivola.jp/
uzuram Inc.,Solving a societal nursing problem with a new approach,http://www.uzuram.jp/
SUTELURA Inc.,"Supporting women who give birth through infertility treatment, pregnancy and egg freezing",https://sutelura.jp/
Rehab for JAPAN  Inc.,Providing rehabilitation in an easier way,https://rehabforjapan.com/
Qritive Pte. Ltd.,"Providing faster, cheaper, and accurate cancer diagnosis through AI image analytics",https://www.qritive.com/
MILIZE Inc.,Providing new value to financial products through data technology,https://milize.co.jp/
"FINPLANET, Inc.",Providing personalized asset management and financial plans via a robot advisor,https://www.finplanet.co.jp/
Clarity K.K.,Building a mentoring community for working women,https://www.clarity.tokyo/
Poliloop,We make non-biodegradable plastics microbially biodegrade and then turn the byproducts into bioplastics and biogas,http://www.poliloop.com
Greenback,"We turn plastic waste into profit. We recycle post-consumer packaging with advanced, environmentally-sound technologies to provide key elements for fair circular supply chains.",https://www.greenback.earth
Urbyn,Urbyn has developed a smart waste management platform.,https://www.urbyn.co
Naturbeads,We replace polluting plastic microbeads with natural and biodegradable cellulose beads,http://www.naturbeads.com
Aquapak Polymers Ltd,Aquapak Polymers is focusing on bringing multi-functional plastics into a circular economy.,https://www.aquapakpolymers.com
Litta,Turning mobile gamers into citizen scientists,http://www.littahunt.co.uk
Trebo,Turning industrial plastic waste into valuable resources,https://www.trebo.dk
Circular in Motion,Enabling the sustainable transformation of the economy through circular business digitalization,https://www.cirinmo.com/
Diwama,AI-based image recognition software which automates waste analysis to drive recycling revenues.,https://diwama.com
Veridis,"We are an ambitious start-up, aiming for a significant improvement of the quality control in the plastic recycling industry",http://www.veridis.tech
Reath,Software for the reuse and refill systems of the 21st century,https://www.reath.id
Trashin,"Trashin provides solution in circular economy, waste management and reverse logistics - with technology and innovation.",https://www.trashin.com.br
