Company Name,Description,Link
Orum.io,"Orum is building the infrastructure for a frictionless financial system. The company enables enterprises in any industry to embed Orum’s infrastructure to offer smart, automated, and real-time money movement powered by proprietary intelligence.

Through single API integration, partners across all industries can move money in real-time--optimizing for speed, cost, and risk, leveraging the predictive intelligence of Orum’s foundational Foresight product. 

Foresight is the first embeddable, predictive risk index for ACH. Using machine learning, predictive intelligence, and Orum’s proprietary data network, Foresight predicts risk before it occurs at the individual ACH transaction level, allowing partners to seamlessly build new products and unlock value. 

Orum was founded in 2019 by Stephany Kirkpatrick, CFP. Teams are distributed across the US.",http://orum.io
BankiFi,"BankiFi provides a suite of business microservices (Invoicing, Accounting, Payments, Collections, Cash Forecasting, Working Capital Optimisation and more) which banks can then embed in digital channels used by business clients. Amidst growing competition from digital challengers, this approach empowers banks to protect and grow their SMB market share and preserve the relevance of digital business banking channels by providing a ""beyond banking"" customer experience, rather than just banking products.  

BankiFi also brings SMB financial data from multiple external sources to provide deeper business finance insights, put the bank at the heart of relationships with its business clients and proactively identify opportunities to generate incremental revenue from other financial products such as SMB lending.",http://bankifi.com
DreamQuark,"DreamQuark’s efficient, user friendly software solution, Brain, is designed to help Wealth Managers grow smarter. It generates highly personalised insights in an instant that empower advisors to meet specific growth objectives and create exceptional experiences for any client.DreamQuark’s AI specialises in improving specific growth targets, such as cross-selling and up-selling, which have a real world, measurable impact on a client’s experience and a wealth manager’s bottom line.Their software places powerful insights directly in the hands of the people clients trust most – their relationship manager. Now they can get closer to every client by making highly personalised recommendations.Our platform Brain simplifies and automates the creation and maintenance of customer insights. By generating recommendations in a few clicks, advisors can put data into action.Brain is used by major banks and insurance companies that trust it to grow their revenues, increase loyalty but also improve compliance and reduce the cost of risk.",http://dreamquark.com
Sila,"Finance is a $13 Trillion industry globally, and it's being disrupted by a new wave of innovators who are building customer focused solutions using modern technology. But today’s fintech and crypto startups struggle to find compliant ways to verify customer identity, move money, or hold customer funds. It often takes them years and millions of dollars just to build and ship a product. Sila is an API platform that solves these problems and allows developers to rapidly build financial applications and bring them to market. Initially we offer 5 critical APIs: ID Verification, Link Account (using Plaid), Issue Sila via ACH, Redeem Sila via ACH, and Transfer Sila via Ethereum.",https://www.silamoney.com/
Even Financial,"Founded in 2014, Even Financial is a B2B fintech company that is transforming the way financial institutions find and connect with consumers, enabling any company to add financial products to their business. As the leading search, comparison, and recommendation engine for financial services, Even seamlessly bridges financial services providers (such as SoFi) and channel partners (such as TransUnion) via its simple yet robust API and embeddable solutions. Even turns any consumer touchpoint into a comprehensive financial services marketplace with full compliance and security at scale. Even was named one of ""America's Best Startup Employers'' by Forbes for 2021 and placed in the Top 50 of the 2020 Deloitte Technology Fast 500, which recognizes the fastest growing tech companies in the world. The company is backed by leading financial services firms and VCs, including American Express Ventures, Canaan Partners, Citi Ventures, Fidelity’s F-Prime Capital, Greatpoint Ventures, Goldman Sachs, LendingClub, and MassMutual Ventures. Learn more at www.evenfinancial.com.",http://evenfinancial.com
Wellthi App,"Wellthi is a B2B2C embedded social finance software designed to help institutions increase the LTV of customers by turning each customer into a community of customers. Think: virtual branch manager. They offer white-label, customizable smart social banking wallets, apps and cards designed to help banks and credit unions leverage the power of online communities, peer pressure and collective financial goals to attract and retain customers, cultivate financial health, and create lending opportunities. wellthi is disrupting the disruptors. 


wellthi is Modernizing Social Finance Traditions:
- Households worldwide have been using social banking for centuries
- Multicultural communities have strong roots and trust in social banking
- The default rates in informal savings groups are less than 1%* 
- Inspired by informal social finance traditions, wellthi couples peer accountability + social networking with the best of word of mouth to help institutions deepen customer relationships",http://wellthiapp.com
Venly (previously Arkane Network),"Venly offers users of blockchain projects digital wallets to store assets with a native solution that also works on mobile devices.

Venly also recently launched the Venly Market, positioning itself as a holistic user-friendly solution to help blockchain projects scale faster and more securely. The Venly Market is the first-ever peer-to-peer NFT marketplace on Polygon. Now also supporting Avalanche and soon Binance Smart Chain and Hedera. On the Venly market, users can then trade these NFTs in a fully compliant environment.

Thanks to the Venly Wallet, Market and NFT-tools, blockchain games, projects, and decentralized applications can tap into an entirely new revenue stream without having experience in blockchain engineering or a complex regulatory framework.",http://venly.io
TenureX,"Our mission: We enable creating and running smart, controlled, and transparent correspondent banking relationships between FI's. 
The challenge we solve: Banks and Financial Institutions want to process and execute more wire transfers between them; however, they cannot correctly and efficiently manage the risks associated with this partnership because of how wire transfers are processed.

Our solution: TenureX is unbundling the existing relationships into its core unit: The Transfer. Then, reassembling these relationships back to look & function to the same methodologies the organizations have in place, providing a complete streamlined, controlled process without affecting the operations, compliance, and RBA.  

Our broad use cases offer:
Enhanced Onboarding process – we do 80% of the heavy lifting and leave you with the actual work of assessing a partner.
Real-time RMA updates – we update the FI's profile based on its actual risk in real-time and enable better RMA updates.
Enable Growth – With the TenureX platform, you will build a better business with a broader client base and fewer resecures
Enhanced User experience  - Our solutions are built to enable transparency and predictability while allowing better service to the FI's clients at all levels",http://tenurex.com
Sikoia,"Sikoia is a unified data platform and API marketplace for financial services. They’re on a mission to make it easier and simpler for Fintechs, lenders, and corporates to embed financial innovation and automate their lending decisions, from customer onboarding through to risk underwriting.",http://sikoia.com
RAPIDFORT,"RapidFort is the first Software Attack Surface Optimization Platform.

Modern cloud workloads include a large number of unused or seldom used components. These components are present either because they might be needed in an emergency or because engineers aren’t sure if they are needed or not. Attackers frequently use these same components to help them “live off the land” and avoid detection once they have compromised a system or, in some cases, facilitate an initial compromise.

Software attack surface is the sum of all software opportunities that unauthorized parties can exploit to access a system. Reducing your software attack surface is an essential security measure.

RapidFort solves this problem by providing organizations with a platform to continuously monitor and minimize their software attack surface. An immediate benefit of RapidFort's solution is that, even before the workload arrives for production deployment, there is a clear understanding of which packages and vulnerabilities are in use by the workload, reducing vulnerability remediation and patch management backlog by 80% on average.

It’s simple to start with RapidFort and see for yourself. It’s easy; it’s magical! Visit us at www.rapidfort.com, and let us help you run free and stay secure.",http://rapidfort.com
