Company Name,Description,Link
Pledg,"""Pledg is the easiest solution to pay later for individuals and business, both online and in store.  White label and truly omnichannel.""",https://pledg.co/
Storr,"Storr is a social selling and analytics company building sell from anywhere technology. We provide a brand with seamlessly connected mobile apps, personal website, and analytics tools to allow their network of customers and affiliates to become digital salespeople.",http://www.storr.social
Bambuser,The Bambuser live video shopping solution is a white label experience where the retailer controls both the brand narrative (design and customer journey) and the data (consumer and transactional). The video can be edited directly in the platform if needed.,https://bambuser.com/
Quicklizard,"The platform helps online, omnichannel and brick and mortar retailers identify optimal price points to increase revenues and profits through every sales channel.",https://www.quicklizard.com/
Personify XP,"PersonifyXP automates digital experiences for anonymous digital shoppers, driving on average a 10% increase in revenue and is a Gartner Cool Vendor in personalization.",https://personifyxp.com/
Salesfloor,Salesfloor is a mobile clienteling and virtual selling platform designed for in store associates to connect with customers beyond the store. Frictionless in-store experiences via mops platform.,http://www.salesfloor.net
Trustrace,Trustrace offers deep tech powered Product Traceability and Transparency Platform.,https://trustrace.com/
Freepry,Freepry helps textile players to establish a second-hand market in their stores. We support them in optimising this business with our SaaS software.,https://www.freepry.com/
Fairly Made,"Fairly Made is a sustainable sourcing and manufacturing company in textiles. Thanks to our expertise in the selection of factories and our traceability protocol, Fairly Made helps brands to develop garments that respect both works and the environment.",http://www.fairlymade.com
Ordre,"""Ordre is a global fashion tech company that has become a world leading virtual showroom platform, an additional and complementary channel to facilitate the management of luxury wholesale buying. The company has developed 360-degree photographic hardware. """,https://www.ordre.com/en
Veesual AI,,https://www.veesual.ai/
Eva Engines,"Eva Engines creates AI based solutions to help transform fashion in a digital, sustainable and inclusive way. We have the ambition of becoming leaders in generative AI.",https://www.evaengines.com/
Shomi,"Shomi helps established brands gather quality insights from their most important but missed audience: Gen Z and millennials. Instead of just blasting out surveys, we build engaged communities. In a word we are the IPSOS of the TikTok generation.",https://www.shomi.io/business
TapBuy,"Tapbuy is a ""Mobile Checkout as a Service"" platform. Our technology provides retailers with a world-class checkout experience which leads to 74% increase of the turnover on mobile,44% increase of the NPS and the removal of all mobile checkout IT costs.",https://tapbuy.io/
Laponi,"Laponi SaaS optimizes the workforce by sharing employees among the different company places. If necessary, companies can also hire external candidates on their platform.Internal or External, companies find the right person on the spot.",https://www.laponi.co/
DreamAgility,"From Using Visual AI to quickly create accurate, relevant multi lingual product data from images, at a fraction of the time and cost it would take a human, to driving footfall and online traffic to store more efficiently and with better sales than any other technology in the sector. Their in-house built, proprietary Visual AI and Machine Learning has seen Retailers gain triple digit growth in sales at either a marginal increase in cost or at a reduction in cost, at a time where acquiring sales and customers is typically getting more competitive and expensive.",https://dreamagility.com/
Alcmeon,ALCMEON is a provider of Frontline platform for B2C brands' engagement on social media and mobile.,https://www.alcmeon.com/
