Company Name,Description,Link
Trendi,"It’s not every day we waste half of our food… oh wait, yes it is. But we are here to change that.

At Trendi, we are using robotics, upcycling and social change to combat excess and unnecessary waste of misfit food from farms, cuttings from processors, waste from retailers and even the waste we produce in our own homes.

Wasting food is expensive not just in dollars and resources but also in emissions, and hungry stomachs. With over 2.5 billion tonnes of food going to waste (contributing to 10% of emissions) and over 800 million facing food insecurity around the globe, something needs to be done! We can all do a better job of preventing waste, and we’d like to invite you to join us in our mission.",https://trendi.com
necoTECH,"necoTECH started with award-winning recycled plastics in asphalt roads and has been expanding ever since.

It’s our mission to transform the way we take care of our nation’s infrastructure. We can do this more efficiently and sustainably, dynamically changing how asphalt and concrete are installed and managed.

We are utilizing more advanced equipment, and creating eco-friendly materials to improve performance, increase safety, and make our infrastructure more sustainable for decades to come.",http://necotechusa.com
Ren Energy,"Ren is composed of 5 main components: 1. Facility mapping, 2. feasibility explorer, 3. portfolio engine, 4. interactive roadmap, 5. marketplace. They identify, track and create projects around a brand's vendors to create a plan forward to converting to renewable energy sources. They have enabled brands to work together to create less expensive projects with larger impact.",https://www.ren.inc
Last20,"Last20 is a social enterprise that upcycles plastic waste into innovative solutions, like pavement. We are supplementing a portion of bitumen, the common binding agent in traditional pavement with low-density polyethylene, a plastic that is rarely recycled. Pavement made with recycled plastic preserves limited natural resources (less bitumen required), reduces total energy consumption, reduces total discarded solid waste and reduces C02, S02 (sulfur dioxide) and NO2 (nitrogen oxide) emissions, while maintaining the same or better performance. With economies of scale, this is a more cost-effective solution designed to upcycle tons of plastic waste that would typically end up in landfills or incineration. 
 
We are opening up conversations about climate change with our sustainability podcast called Sustainable Sessions. We host businesses, experts and public figures in this niche to discuss the different aspects of climate change and climate action to inspire individuals to make their own impact! Available on all streaming platforms such as Spotify, Apple Music & YouTube!

Paving the way to sustainable solutions that will benefit people, the planet and profits!

Website: www.last20.ca
Social Media (TikTok/Instagram/Facebook): @last20pavement",http://last20.ca
Blau Corp,Blau Corp is a developer of a digital waste management platform designed to achieve systemic change.,https://www.blaucorp.com
Minus Materials,"Minus Materials was founded to support sustainability and innovation in cement and concrete manufacturing. They are a pre-seed startup that recently spun out of the University of Colorado Boulder’s Living Materials Laboratory. 

Specifically, Minus Materials is industrializing a process to form limestone that replicates the natural process by which limestone deposits are naturally formed. They use microalgae, sunlight, and seawater to capture and store carbon dioxide as biogenic limestone. As a result, they shorten the formation of limestone quarries from millennia to minutes while sequestering and storing carbon dioxide in the process.

The result is carbon-negative biogenic limestone that can help the cement industry achieve significant emissions reductions and, in combination with other cutting-edge technologies such as electric clinkering and carbon capture, enable the production of the world’s first carbon-negative portland cement.",https://www.minusmaterials.com
Queens Carbon,"Queens Carbon is developing groundbreaking processing technology to significantly reduce the energy consumption and cost for both carbon-neutral cement production and carbon capture.

Queens Carbon’s patented approach leverages novel hydrothermal technology to reduce the temperature of carbonate mineral processing to less than 1000 F compared with typical calcination temperatures of greater than 1800 F. Furthermore, this game-changing technology is also capable of producing carbon-neutral cement at less than 1000 F, which is substantially lower than typical cement production temperatures of over 2700 F. 

At scale, the Queens Carbon system will result in gigaton scale reductions in CO2 emissions in an economically favorable way.",https://www.queenscarbon.com
Kamilo,"Kamilo delivers tracking technology to verify and account for the recycled resin content of plastic products.

We are a Public Benefit Corporation with a novel accountability system that tracks the journey of plastic from waste to next-life; we create a verifiable link between plastic recovery and re-use. 

We partner with businesses that put plastic waste back to work by providing them with real-time geospatial verification of provenance and successful recovery.

 Our innovative technology brings much-needed transparency and accountability to the global plastics supply chain and recycled plastics markets.",https://www.kamilo.com
Aeternal Upcycling,"We are revolutionizing the carbon economy by combatting the plastic waste crisis, reducing the need for fossil fuels, and increasing sustainability measures. With our patented catalytic technology, we convert single-use plastic trash into higher-value chemical feedstocks, such as waxes, lubricants, and surfactants. These value-added chemicals are critical for the manufacturing of many consumer goods within the cosmetic, transportation, and household product industries, and currently have few to no other options in sustainable alternatives.",https://www.aeternalupcycling.com
CIRT (Can I Recycle This),"CIRT is the world’s first independent database of recycling programs, materials, and products. We provide businesses and consumers across the US with real-time access to location-specific product recovery information — or more simply, an accurate answe...",http://www.cirt.tech
