Company Name,Description,Link
Quickly,"Quickly is an earned revenue access technology that lets small and medium sized businesses (SMBs) take control of their working capital by providing next day access to their verified receivables. They provide a platform that streamlines the relationship between buyers and sellers while matching enterprise level capital providers, like banks and institutional lenders, with SMB’s that would not normally have the capacity to access these resources.",https://www.helloquickly.com
MachEye,"MachEye’s AI-powered BI platform offers natural search, click-less intelligence, and interactive audio-visuals to improve the speed of decisions, uncover business opportunities, and increase user engagement. MachEye ensures a single source of truth through zero data duplication, and simplifies the on-boarding process with an automated data catalog.

Simply put, MachEye makes data analytics stress-free, instantaneous, and insightful for every business user.",https://www.macheye.com
Personify XP,"Personify XP automates digital experiences for anonymous digital shoppers driving an average increase of 10% in revenue. Personify XP partner with some of the world’s most exciting brands like Farfetch, Boohoo, Pentland Brands, Lovehoney and Vitabiotics. A Gartner Cool Vendor in Personalisation, Personify XP delivers ‘personification’ solving the ‘cold start problem for personalisation’.
 
Personify XP is able to personalise in real time onsite shopping behaviour by identifying the purpose of the shoppers visit completely anonymously. Personify XP’s proprietary AI dynamically inserts content and products based on shopping context without business user involvement. Changes in behaviour, driven by celebrity endorsements, discount and new product launches are recognised automatically in real time, updating/creating new behaviours to drive highly personalised experiences.
 
With GDPR, CCPA and Google phasing out 3rd party cookies in 2022 we deliver exceptional experiences today.",http://personifyxp.com
Membird,"We created a fast and user-friendly solution that helps organizations retain and engage their community members.  We enable any company to create unique memberships in Apple & Google wallet and use AI-powered push notifications to increase customer engagement, retention, and LTV. Create dynamic mobile wallet cards with ""Linktrees"" and send push notifications - without an app.

Product Demo and Info:
https://docsend.com/view/29kpsru3sirqq3ac",https://www.membird.ai
Ombre,"Ombre has sequenced over 90,000 consumer microbiomes, and converts microbiome test takers to probiotic consumers, the majority of whom subscribe. Consumers love Ombre’s personalized digital experience and premium targeted probiotics. Ombre is launching at retail in 1000 CVS Health Hub stores this year. The company is on plan to reach profitability in 2024.",https://ombrelab.com
Monitaur,"Monitaur's Machine Learning Assurance Platform helps companies build and deploy responsible AI and machine learning models that business leaders, regulators and consumers can trust. The platform’s integrated products – GovernML, RecordML, MonitorML, and AuditML – drive cross-functional collaboration and automation to deliver transparency, fairness, safety and compliance for high-impact systems across the full model development lifecycle.

Founded in 2019 by a team of deep domain experts in the areas of corporate innovation, machine learning, assurance, and software development, Monitaur is committed to improving people’s lives by providing confidence and trust in AI. For more information, please visit https://www.monitaur.ai, and follow us on LinkedIn at https://www.linkedin.com/company/monitaur.",https://www.monitaur.ai
Stere,"Stere, a tech platform, enables businesses to build and provide insurance solutions to their end-customers. 

It works like this: Stere provides a single API for your platform to start offering any insurance product to your end-customers, while building intelligent tools and infrastructure in the back-end including finding the right insurance partners, creating API driven capacity, and great customer experiences. 

With Stere, it’s now possible to offer any insurance product through a single API, while generating additional revenues.

Without Stere, companies don’t have a simple way to embed insurance, don’t have end-to-end infrastructure, don’t have the network and expertise to find the right insurance partner, or simply are unaware of the business opportunity.",http://stere.io
InSite Health,"InSite Health is redefining outpatient psychiatry for children and adults. InSite provides local communities access to in-network, high quality psychiatric care. We meet patients where they are: at home, at school, or at one of our convenient locations.

We offer psychiatric care to families, schools, nonprofits, colleges and organizations throughout New Jersey and Pennsylvania.

InSite employs full-time providers that are board certified to administer psychotherapy and more advanced therapeutic interventions. All providers have advanced training in psychopharmacology and medication management.",https://insitehealth.net
TCARE Inc.,"TCARE reduces long-term-care claims for Medicaid & Life/LTC insurance carriers by providing an evidence-based family caregiver support program thus delaying/preventing nursing home placement.  TCARE’s clients include State Government, Medicaid Payers and Life/LTC Carriers. In a two-year pilot, TCARE was proven to save $20M in Washington States Medicaid budget by delaying nursing home placement by an average of 21-months and reducing Medicaid LTSS claims by 20%. TCARE is the only evidence-based, Medicaid-approved and HHS-accredited family caregiver support program in the country. TCARE's unique outcomes have led TCARE to become legislatively mandated in Washington State. To-date TCARE has served over 100,000 family caregivers across 22 states. TCARE’s clients include BlueCross BlueShield of MN, Washington State Dept. of Health, Alaska Dept. of Health, Colorado Dept. of Health, Thrivent Financial and more.",https://www.tcare.ai
Infiuss Health,Infiuss Health democratizes remote access to patients and participants for your clinical research studies across Africa. We provide a direct-to-patient web-based technology platform that seamlessly recruits the right participants for your research study.,http://infiuss.com
