Company Name,Description,Link
Timeseer.AI,"Timeseer AI tames unreliable data, reduces overall data downtime, and makes time series analytics more trustworthy. It allows to empower your data teams to detect, prioritize, and investigate data quality issues before they hit operations. Timeseer.AI is already trusted by leading data teams of more than a dozen Fortune 5000 companies.",http://timeseer.ai
WarehouseBlueprint,"They were a team of industrial engineers, designing warehouse layouts for customers. They had to explain to clients the details of the warehouse layout frequently. Aside from the CAD software, they tried this other commercial tool to produce 3D warehouse layouts as well. The licensing fee was pricey and the learning curve was steep.

They were then introduced to SketchUp and their initial project using this software brought an ""awe-moment"" to the clients. They were delighted to see the new proposed changes to the current warehouse in three dimensional pictures.

Modeling the entire warehouse takes time, and the components from previous projects are required to be modified to be reused. In order to speed up the entire process, they have started to design various dynamic components.

The creation of these dynamic components allows us to complete a warehouse modeling in 3D within the shortest possible time. The idea is simple. They modify the components by changing the parameters and then place these components to the required locations within the warehouse.",http://warehouseblueprint.com
Natifi,"Natifi is an AI-powered no-code technology platform being used by organizations to create, design & manage their enterprise technology solutions in different business verticals & industries such as SCM, Grant Management, and FMS.",http://natifi.ai
Screevo,"According to a McKinsey Report, manufacturing workers spend an average of 800 hours per year entering data into forms, spreadsheets and software systems: approximately 40% of their overall time. For this reason, Screevo offers a voice assistant capable of guiding users through industrial processes and doing the data entry tasks on their behalf. Thanks to a pure voice interaction, workers can focus of what matter the most: create value with their hands. 

Screevo delivers on its promise through algorithms of natural language understanding (NLP) and robotic process automation (RPA). The RPA engine allows the voice assistant to control any software system seamlessly: the initial setup takes only a few weeks and no integration with in-house systems is required. The customer shall only record its screen during standard operations: Screevo team prepares a tailored process and allows the customer to download Screevo app on PC and smartphone, wear the headphones and let the voice assistant take care of the rest.",http://screevo.ai
Groundup.ai,"Groundup.ai helps industrial companies prevent unplanned downtime and unnecessary wastages. Their core solutions lie in Condition Based Monitoring and Predictive Maintenance for a wide range of industries including manufacturing, maritime and construction. They achieve this by deploying our ‘proprietary IoT sound sensors and AI platform’, thereby helping clients to save substantial maintenance expenses without the need for a huge learning curve nor high-risk deployments on ground.
 
Their proprietary high-performance IoT sound sensor is compact and built to withstand harsh industrial environments, allowing for flexible deployments across a wide range of industries, operational sites and machines. They then leverage on their unique 3-dimensional approach to analyse the sound data collected and do Condition Based Monitoring for a wide range of machinery, as well as to pick out sound anomalies for Predictive Maintenance, where accurately identify potential machine failures and downtime.
 
Their solutions are 5X faster with the help of Meta Asset Capsule™, their existing library of data resources to catapult the speed of deployment so that clients can see a faster ROI.
 
At heart, they see themselves as a catalyst to help industrial companies transform into ‘Industry 4.0’ and beyond.",http://groundup.ai
Tractonomy,"Tractonomy builds compact autonomous towing robots that take the hassle out of industrial cart handling in logistics. Their towing robots offer hassle-free cart pick-up and drop-offs at the performance expected in real-world warehousing applications. They want you to reuse your existing carts without additional investments to start profiting from robotic towing immediately.

Like all machines, robots need regular checks to function optimally. Expecting your staff to do this on a regular basis is impractical so they offer to do it for you. Their Maintenance-as-a-service (MaaS) platform automates diagnostics and troubleshooting to scale with your workloads. For example, they could monitor your robot fleets every minute during the holiday season and every other day during the off-season.",http://tractonomy.com
NODE Robotics,"Today, manufacturing in high-wage countries is challenged by multiple trends:
Decreasing batch sizes, demand volatility, cost pressure, lack of specialists and social distancing.
Therefore, the factory of the future must be highly flexible and autonomous.
NODE provides plug & play software solutions, which enable operation of collaborative multi-vendor AMR fleets and reduce TCO for intralogistics by up to 65%.",http://node-robotics.com
Extend Robotics,"There is a huge need in industry to avoid physical labour presence in workspace. 
Normally for three reasons: 
(1) dangerous environments with risk of injury;
(2) cost of operation, such as shutting down the facility for maintanence and 
(3) tedious and inefficient workflow, because of long travel, and preparations. 
Extend Robotics oversees those are the key driving force for robotic industries. Actually, the global service robot market is growing exponentially, not only In Unit sales but also in many new application areas such as inspection and maintenance. 
They are building a immersive interface for robot using virtual reality. Everyone can intuitively control a robot remotely. It works as the physical avatar of the user to perform manipulation tasks at human-like dexterity. So the operator who were doing the job originally can easily teleoperate the robot to finish the same job reliably and flexibly but without physical present in workspace.",http://extendrobotics.com
Grayscale AI,"Grayscale AI is a B2B SaaS platform which improves safety and operational efficiency using neuromorphic vision and computing. Key points:
- Participating in the Techstars Industries of the Future Accelerator in Knoxville, TN.
- Winner of mobility UK gov grant of £100k from Zenzic. First to test neuromorphic vision in the UK in real-world automotive scenarios. 
- Graduated 5PRING 5G accelerator backed by Wayra UK. Demoing solution to construction giants in the UK/Spain, meeting 4+.
- Secured key partnerships with Intel and NVIDIA, with access to soon-to-be commercialised R&D hardware.
- High interest from automotive, defence, aerospace players, most at meeting 3+.
- Market: neuromorphic computing, growing at a CAGR of 89%

The core tech is neuromorphic computing. Simply put, that is computers that mimic the functionality of the human brain. This allows them to collect and monitor data in real-time, at microsecond resolution, at an up to 10,000x more energy efficiency than existing solutions.
Their vision for the future is zero-accident and efficient mobility, delivered through automation, while minimising costs and environmental impact.

Grayscale AI is at the intersection of computer vision, neural computation and robotics.",http://grayscale.ai
ElectroKnox,"ElectroKnox’s Intelligent Vehicle Platform helps car makers to overcome network communications challenges in today's highly complex vehicle networks that could include 100+ ECUs using different protocols.
EK’s hardware- and vehicle E/E architecture- agnostic SW Stack seamlessly bridges network communications across different vehicle domains and communications protocols. Car makers using EK’s SW Stack have much better control over their vehicles’ SW architecture and are able to take advantage of new, centralized vehicle architecture as Tesla has.
EK SW also allows vehicle apps to be deployed in a safe, secure, and stand-alone manner, simplifying development of vehicle applications such as smart diagnostics, whole vehicle OTA, etc, thus clearing the path to software-defined vehicles. Vehicle feature development and update become much less complex when more vehicle functionalities are software defined and the number of hardware ECUs is reduced.
EK's powerful, vehicle architecture agnostic HW offers a high-performance compute solution that serves well as central / zonal gateways or domain controller, replacing multiple HW ECUs to give car OEMs the ability to better adapt to changing vehicle network topology, new technology, & fit the future need of software-defined vehicles.",http://electroknox.com
Hyperspec AI,"Only 3% of US roadways are covered by the high-definition master maps that today's self-driving cars require to navigate. Without a hard tether to these maps, or beyond their bounds, autonomous vehicles simply cannot operate. Worse, the coverage of these maps is expanding at a rate of only 2% every 5 years.

At Hyperspec AI we are expanding navigable roadways for autonomous vehicles to 95%, today, by equipping each car with our onboard vision hardware that localizes and navigates with true autonomy. Our high-frequency periodic calibration corrects for drift using satellite imagery to achieve continuous precise real-time positioning at a fraction of the cost.",http://hyperspec.ai
WingDriver,"Starting by targeting mobility, WingDriver aims to significantly reduce the number of road accidents caused by driver mistakes, by building an Aftermarket AI tech for driver and vehicle monitoring, designed specifically for smartphones.
WingDriver is the only company applying AI to a combination of facial analysis, vehicle inertial data, and the vehicle surroundings to accurately identify dangerous situations, before the driver causes an accident.
The WingDriver app uses smartphone sensors and Virginia Tech Transportation Institute (VTTI) research results, as the foundation for all the interoperability between sensors and all the decision making processes. Additionally to the app we will launch the complementary: 
 - Cloud data: Enabling for a better risk assessment and consequently improved insurance products; 
 - Fleet manager dashboard: Enabling professional fleets to better manage their assets and drivers;
 - WingDriver SDK: To enable any mobile application company to include these safety features in their products.
 - White label apps: Our iOS and Android apps are developed in a way that enables a quick change on the visuals to fit our client needs. Facilitating proof of concept activities.

New Vehicle Mandates Coming in 2022, from Europe, USA and China.",http://wingdriver.com
AUTOCRYPT,"Cybersecurity is becoming a requirement for ensuring the safety of today's mobility.
Autocrypt provides comprehensive, end-to-end security for transportation technologies, including:

- In-Vehicle Security : autonomous and connected vehicles cybersecurity including consulting, testing, security solutions, intrusion detection and protection system (IDS and IDPS), vehicle security operations center (vSOC)

- Vehicle-To-Everything (V2X): Smart cities and connected cars security based on Public Key Infrastructure, Certificates and Encryption

- Vehicle-To-Grid (V2G) Security: EV Charging security based on Plug & Charge (ISO 15118) and Open Charge Point Protocol (OCPP)
 
- Digital Key: vehicle smart key installed on your smartphone

- Fleet Management System (FMS) for Shared Mobility: efficient and secured fleet management though data analysis and customized development",http://autocrypt.io
dRISK,"dRISK is an autonomous vehicle company that provides smoother and safer AV solutions for the vehicle industry. The company focused on reducing transportation risk and helping customers create safe and effective autonomous technologies.

With dRISK, AV developers can now rigorously test and improve their systems on the full space of edge cases, via:
• A comprehensive taxonomy of edge cases derived from a huge variety of edge-case-specific data sources,
• A patented technology delivering optimal, semi random and non overlapping test sets guaranteed to traverse the training space while minimizing overtraining, i.e. uniformly improve on all edge cases while preserving performance on center cases, and
• A sensor-realistic, reality-matched simulation environment for massively parallel, real-time HIL testing as well as perception re-training.

dRISK is now offering these capabilities to AV developers in the form of an edge case API and associated simulation product suite which can test a fully sensorized autonomous vehicle in simulation.",http://drisk.ai
WHYGRENE,"WHYGRENE’s Energy Exchange is a SaaS application that accelerates the sustainable energy transition by helping solve renewable energy’s greatest problem, which is the power supply & demand imbalance.
Our solution is a Blockchain-based TDERMS that automatically buys & sells energy with utilities & their DER customers to balance the grid.  
While addressing this problem, WHYGRENE adds value to both utilities & DER owners.
First, we save utilities money by aggregating DERs as Virtual Power plants (VPPs) for grid services instead of building expensive fossil fuel plants.
Second, we increase the ROI for DER owners by compensating them for providing these services. 
Our hybrid cloud & blockchain application is more secure, decentralized, efficient & affordable, compared to existing software which is centralized & unsecure, or other blockchains that are inefficient & costly.
We have over 75 years experience with software, business & utilities when enabling us to find the right product market fit. 
Our app is the missing piece of software that utilities & DER owners need to monitor & manage the production, storage, consumption & transfers of energy & Renewable Energy Credits (REC). 
WHYGRENE’s goal is to help utilities Decarbonize, Digitize & Decentralize the grid.",http://whygrene.com
Talyn Air,"Talyn Air is an electric vertical takeoff and landing aircraft system.

It separates and recombines in the air and allows each vehicle to operate at peak efficiency without wasting energy.

Jamie Gull and Evan Mucasey established it in Los Angeles, California.",http://talyn.com
Emsense,"A Sweden based software development company focusing on developing software and algorithms for sensors that can be used for multiple cases - focusing on the automotive sector, personal safety, public spaces and logistics. This solution is very flexible and provides scalability across business areas.

Automotive: Radar technology that can detect heart rates, respiration and other parameters that are affecting the drivers during the ride. This health data is sent in realtime to dispatchers and emergency personnel if a road traffic accident occurs. By providing dispatchers with this data as soon as an accident occurs they have the ability to prioritize rescue efforts, thus saving both lives and expenses.

Personal safety and public spaces: by detecting health parameters in public spaces the company can both know if a space is occupied and if the person is in need of help. This is practical in areas where cameras are not feasible.

Logistics: Emsense wants to prevent accidents in environments where warehouse equipment is used, such as trucks, pallet lifters and other machines. Focus here is both preventive and reactive measures to save lives.",http://emsensetech.com
eLeapPower,"eLeapPower has developed a suite of trail-blazing technologies for zero-emission electric vehicles. Our innovative powertrain technology optimizes battery performance and significantly cuts charging time. This also allows for bidirectional charging, as well as charging directly from renewable energy sources like wind and solar.

Our patented technology eliminates the need for on-board chargers, lowering manufacturing costs. Moreover, our powertrain works across all manufacturers, vehicle types and batteries.",http://eleappower.com
Cling Systems,"The Cling platform connects the dots between manufacturers, owners of used batteries, dismantlers and workshops [sellers] with the buyers that capture most environmental and commercial value. In turn, by aggregating batteries and data on the platform and providing logistics, remanufacturers and recyclers [buyers] can source the batteries that fit their specific needs.

By coupling each battery with its material content and location, Cling is developing the world’s first online mine.",http://clingsystems.com
ELEXIR,"Elixir is developing a new, completely digital software platform for the automotive industry; it helps automotive companies to develop their cars much faster. Their technology allows car functions to reside in secure, containerized apps such that developers can improve vehicle functions - even while the car is already in customer hands. This shortens development cycles from years to weeks.

Car functions are no longer defined by components but rather by apps running on the versatile ELEXIR platform. For this to work, a clean-sheet-of-paper approach is needed that the big OEMs cannot perform or risk. They envision ELEXIR to be a modern building block from new EV startups to big OEMs. ELEXIR enables its customers to concentrate on what makes their car special, while they make the development process and customer experience a breeze. Car manufacturers and app developers alike don't need to care anymore about certification, security, deployment, and updates. Their architecture aims at providing the highest level of security and safety while abstracting from underlying hardware details of the vehicle: The operating system of mobility. This will transform mobility as we know it by opening the market to 3rd party creativity through open data and open APIs that solve actual user needs.",http://elexir.eu
Morelli Tech,"Morelli Tech is a start-up born with the idea of revolutionizing the concept of 'hologram'​ making it attractive to people as well as companies. The company develops hologram augmented reality systems with the possibility of interacting with them, to be implemented on cars of the future (holographic windshields), 3D prototyping systems and transparent touch screens.

They are building a mixed reality system that can display all the information necessary for driving, such as speedometer, navigator, time, incoming calls, etc. on the windscreen by the projection of a hologram. With AI, they are able to detect any obstacles on the road, such as pedestrians, cars or objects that obstruct the journey or road signs.",http://morellitech.it
Driver Technologies,"Driver Technologies provides enterprise partners with critical behavioral driving data at scale. Working with the industry's leading insurance and autonomous vehicle companies, DTI's DriverCloud combines driving video (both internal and external), telematics, computer-vision-based reference labels, distance and speed calculations and analytics in a search-optimized, cloud-based platform. From highways to cities, edge cases to geographical nuances, the DriverCloud's powerful search and filter capabilities enable users to quickly understand real-world driving behavior and improve their own data models. Existing partners utilize the platform for planning and prediction, informing simulations and training context-aware telematics and risk models to bring their products from R&D to production worldwide.",http://trydriver.com
ACCURE Battery Intelligence,"ACCURE is a data analytics platform improving the safety, reliability and longevity of battery systems through cloud computing. Accure works with energy and mobility companies around the world and has built strong partnerships with insurance firms. Their database contains the operating data of over 1,000 MWh of batteries from all relevant suppliers and in all relevant use cases- the largest independent database of battery performance in the world.",http://accure.net
Moment Energy,"Electric Vehicle batteries still have up to 80% of their capacity left when they are retired from electric cars. Moment is re-purposing EV batteries to create sustainable energy storage. Their units can be paired with any energy source and will be used to replace diesel generators in remote communities. By re-purposing electric vehicle batteries, they extend their lifetime value and provide a viable option for remote communities to transition from using diesel power.",http://momentenergy.ca
Electric Fish,"Electric Fish's plan is to engineer, design, and assemble energy storage units with XFC outlet ports, with an initial focus on mobile deployable units. These mobile units will help to make better selections for infrastructure upgrades, to deploy large scale distributed urban energy storage.

ElectricFish’s 350² provides community energy storage infrastructure with extreme fast charging. Their plug-and-play system is designed to power community loads through a bi-directional electricity meter, and an ultrafast charging CCS port that can deliver extreme-fast charging rates to vehicle architectures from 300 - 950 VDC.

CoReScore is a siting algorithm that uses data from electrical grid local power capacity, vehicle trip-to-trip data, and user demographics to choose the most impactful locations to build distributed storage. Their approach considers hosting capacity, consumer behavior, and technical challenges for building a new electrical grid.",http://electricfish.co
Maaind,"Maaind is a neuroscience and AI start-up developing novel neurotechnology that fuses biometrics, sensors, BCI (Brain-Computer Interfaces) and Machine Learning to enable objective measurements of mental states (stress, emotional states, cognitive performance) in real-life settings.

Neuroadaptive platform
Their core offering is the Maaind middleware platform - available through an API as well as through app-level integrations.

Real-time mental state
Using real-time biometric and speech recordings in a secure and privacy-preserving way, the platform allows understanding the user's affective state in real-time.

Multi-modal
Their algorithms are trained using multiple types of data to achieve higher accuracy in different settings. They combine speech, HRV, neural and behavioral data.",http://maaind.com
Social Airbag,"Social Airbag is a Mexican company whose purpose is to eliminate transit accidents caused by texting and driving and fatigue.

Social Airbag mobile app blocks the user cellphone when exceeding 15km/hr allowing navigation systems, incoming calls, and emergency calls. This way the driver can use the phone in a responsible way. 

The web app display route analysis and driver's behavior allowing the fleet manager to control in real-time all their fleet and to generate reports in order to increase productivity and performance on their drivers. 

Social Airbag (Tired Bag) is a facial recognition system that runs through a night vision camera on the unit that identifies when the driver is falling asleep setting up an alarm to let them know they are not in conditions to drive. 

These products generate a cost decrease on our clients in insurance policies, opportunity costs, accident costs, etc. Most importantly Social Airbag is committed to saving thousands of lives annually worldwide.",http://socialairbag.com
GO TO-U,"GO TO-U enables charge point operators (CPOs) to manage, operate and monetize EV charging infrastructure. With GO TO-U complete end-to-end services for EV charging management and operations, CPOs drive two times higher utilization of the locations. GO TO-U mobile application helps EV drivers to find CPOs’ locations, book EV charging stations together with access to facilities and services while charging. Their products include:

1. Powerful dashboard for operators:

- EV charging management
- Location-based marketing
- Billing and invoicing
- Statistics and Big Data Analysis

2. Convenient mobile application for EV drivers:

- Chargers reservation
- Amenities reservation
- Simple payments
- Route planning",http://go-tou.com
Phantasma Labs,"At Phantasma Labs, they are changing the way in which Autonomous Vehicle companies acquire crucial human behaviour datasets - at scale.

Through their Simulation as a Service platform, they crowdsource human input to generate synthetic datasets for training autonomous cars(L3-L5). Users interact as pedestrians or drivers etc., with their life-like virtual worlds which are powered by high-performance physics and game engines.

This unique approach allows autonomous systems to be trained for the crucial behavioral edge cases occurring in urban environments. These are the cases currently keeping driverless cars from entering cities. They can answer hard questions, such as what are the ways in which humans behave in urban areas? How do crazy drivers/violators drive on streets? How do people behave across cultural differences?

Their first offering includes scenario datasets and human behaviour models that can be used in the existing workflows and simulation stacks of autonomous driving companies.",http://phantasma.global
LinkbyCar,"LinkBycar is the connected vehicles Intelligence Platform, that use car telematics natively embedded by cars connected to a high frequency network.

No more bag of tools and wasted time. LinkByCar is one single platform connected to multiple car brands allowing product and service providers to derive values from data generated by cars.

Why Now?
Connected cars growth will outpace population growth for the next 10 years.
It will generate about 152 million actively cars connected to high frequency network.

What issue are we trying to solve?
A lot of the frustration with providers of cars products and services come from poor communication and a poor knowledge between provided services and the way customers use them. The LinkBycar platform allows automotive product and services providers to create a new generation of products that integrates driving behavior of their customers from the surrounding environment, generates insights and simplifies customer experiences.",http://linkbycar.com
Uniquesec AB,"UniqueSec AB is an innovative company, developing advanced signal processing algorithms for small-scale radars in various applications such as level measurement, distance and speed measurement, presence detection, outdoor surveillance and object classification. 

We also design test and verification solutions for radars in different applications particularly in automotive.

Our core expertise is the development of signal processing for short-range radars, operating in high frequencies and wide band. We develop advanced signal processing algorithms to make these sensors perform measurements in various conditions. Using this know-how, we have implemented a complete radar system for distance measurement. This product, called UR2, is an affordable solution which improves the precision and maximum range of measurement. It can be reconfigured to measure distance, speed and direction of movement through software upgrade.

Our other product is a radar for object classification. It demonstrates the potential of our radar in security and surveillance with reduced cost and without privacy issues. UniqueSec also provides a Radar Development Platform (RDP1) to help signal processing development in industries, universities and research institutes.",http://uniquesec.com
Albora,"Albora Technologies develops next-generation high-accuracy geolocation solutions for industrial and mass-market applications. The company’s technologies offer fast, high-accuracy, software-based and hardware-agnostic GNSS (Global Navigation Satellite System) solutions, enabling customers to obtain better geolocation information that is reliable, safe and secure. Our products are especially suited for tracking assets in challenging environments, such as urban areas, industrial complexes and critical infrastructures.",http://albora.io
BroadBit Batteries,"BroadBit is commercializing sodium chloride (table salt) based battery innovations replacing and surpassing current lithium based batteries in terms of cost, energy, sustainability and scalability; making electric cars cheaper and better performing, grid storage economically attractive and even enabling electric airplanes. BroadBit's batteries are exceptionally fast charging and have high energy per weight and low material and manufacturing costs. For brand manufacturers, BroadBit sells in-house produced battery components for assembly or licenses its battery chemistry, structure and manufacturing technologies. For others, BroadBit sells 3rd party / white-label assembled batteries directly or via distribution partners. BroadBit's components are scalabily made by simple roll-to-roll processing. BroadBit outsources the most labor and CAPEX intensive part of manufacturing, battery and pack assembly, while maintaining control over its key component IP and know-how.",http://broadbit.com
