Company Name,Description,Link
Fast,The world’s fastest online login and checkout experience,http://fast.co
Fabric,Fabric is a headless commerce platform helping direct-to-consumer and B2B brands utilize an e-commerce platform designed for their needs.,https://fabric.inc/
Zycada,Zycada enables the fastest digital shopping experience in the world by leveraging the power and scale of botnet technology.,http://www.zycada.com
Forma,"Forma is building photorealistic avatars that are dynamic and deeply personal, allowing people to see themselves in any item, digitally.",https://www.formatech.com/
Nexite,"Nexite's Connected Merchandise Platform is a game-changing retail platform, which, by turning passive objects into active ones, enables a whole new world of retail. The platform combines its unique battery-less bluetooth tag with a SaaS Platform to deliver a complete solution.",http://www.nexite.io
BRGHTLY,Contact-Free with Personality! Managing buy online/pick-up in-store (BOPIS) for retail.,http://www.brghtly.io
Rillavoice,"We do speech analytics AI for conversations frontline employees have with customers in physical locations. Think retail, fast food, airlines, bank branches, groceries and car dealerships.",http://www.rillavoice.com/
Pairzon,"Pairzon is a leading AI technology solution for retailers which connects in-store consumer to its online identity enabling retailers to boost sales, retention and customer engagement dramatically. ROAS (return on Advertisement Spent) taking in consideration the behavior of customers in-store.",https://www.pairzon.com/
ApplyBoard,ApplyBoard is the world's largest online platform for study abroad.,http://www.applyboard.com/
Rappi,Rappi is a consumer tech company that specializes in providing online delivery services.,https://www.rappi.com/
7bridges,"7bridges' mission is to help companies achieve optimal logistics efficiency through cutting edge, data driven AI tools and an open ecosystem of logistics providers.",https://www.the7bridges.com/
Rvolt,Rvolt enables the smart home through the gamification of energy demand. Rvolt helps users to reduce their carbon footprint while earning rewards. It is SaaS company building an intelligence platform to understand smart meter data and build value-added services on top of it.,https://rvolt.io/
Emitwise,"Emitwise’s unique AI technology empowers companies to automatically measure, report and reduce their carbon footprint across their operations and supply chain, future-proofing businesses for a zero-carbon world.",https://emitwise.com/
Normative,"Normative is the only software capable of assessing a company’s social and environmental impact automatically by analysing its purchases, using artificial intelligence combined with the world's largest sustainability research database.",https://normative.io/
Animech,"Animech combines engineering expertise and design excellence to create world leading visualization tools. Whether it be CPQ, interactive manuals or end customer product configuration.",https://animech.com/en/
Tive Inc.,"Tive offers cellular trackers and a cloud-based software platform that enables real-time visibility into user shipment's location and condition, from end to end.",https://tive.co/
Avatour,"Avatour's remote presence solution makes it possible to visit a facility or job site without traveling. Combining full-motion 360° capture with real-time communication, Imeve enables remote inspections, marketing tours, trainings and more - saving time and money while keeping personnel safe.",https://avatour.co/
Tsuru Robotics,"Tsuru Robotics develops and deploys novel robotic systems with focus on flying robots, highly-integrated control modules and micro miniature industrial electronics.",https://tsuru.su/en/
Natix,"NATIX provides video analytics solutions for smart cities enabling them to identify city-related events (e.g. traffic, crowd, crime, etc.) and trigger corresponding actions (alarms, controls, reports).",https://www.natix.io/
Mysupply,"mysupply automates your entire tender process by speeding up the supplier search, evaluating offers easily and negotiating automatically with the help of our system intelligence",https://mysupply.de/
ClickLog,"Clicklog optimally plans for loading cargo to trucks. Its solutions streamline the loading / unloading process, control & increase speed while dramatically reducing human errors.",https://clicklog.io/
Arrival,"Arrival is a technology company, that creates Generation 2 Electric Vehicles. They are devices on wheels that outperform legacy technology to deliver an experience like no other, but are priced the same as fossil fuel equivalents.",https://arrival.com/
Trivie,"Trivie uses cognitive science, adaptive learning, and gamification to help employees remember training information longer.",http://trivie.com/
LIVEBUY,White Label Live Video Shopping Technology for Brands and Retailers,https://www.livebuy.io/
CRM Spy,CRM Spy is a competitive intelligence platform that provides access to competitors' hidden customer communication.,http://www.crmspy.com
Insertcoin,"Insert Coin uses behavioural science and gamification to increase companies ability to achieve sustainable digital growth by improving key metrics such as engagement, retention, and churn.",https://insertcoin.se/
Skimio,"Skimio is based on sound didactic principles, self-directed, collaborative and geared towards aligning individual and organisational development goals.",https://www.skimio.com
Everskill,Everskill helps L&D experts to revolutionize their learning culture.,https://www.everskill.de/
Millimetric,Automated and Actionable Anomaly Detection,https://www.millimetric.ai
Ticinum Aerospace - Deep Property,"""Deep Property provides an easy access to risk-relevant, per-building information. It improves re/insurance efficiency (like in underwriting) by means of proprietary AI-based techniques applied on geospatial datasets. """,http://ticinumaerospace.com/
