Company Name,Description,Link
CY Vision,3D Augmented Reality Head-Up Displays for next generation and autonomous vehicles.,https://www.cyvision.com/
Carbin.AI,AI system that provides real-time local and global connectivity between vehicles and their surroundings.,https://www.carbin.ai/
Bitsensing,Radar development for self-driving. Promoting better safety through Radar solutions in the era of self-driving cars.,http://bitsensing.com/
Arris Composites,"Next-gen composites for mass market applications including aerospace, automotive, and consumer products.",https://arriscomposites.com/
Allganize,Helps business automate answering questions with Natural Language Understanding technology.,https://allganize.ai/
Railz,Railz - Our Accounting Data as a Service API provides a single connection from all major accounting software providers on your Small Business customers.,https://www.railz.ai
Keyless Technology,"Keyless Technology is a deeptech, cybersecurity company building the world's first privacy-preserving biometric authentication and personal identity management platform.",https://keyless.io
Unum ID,Unum ID - Instantly know who's who online.,https://www.unumid.org
Swidch,"swIDch is an enabler with its tech which is able to generate unique, uni-directional, dynamic codes in a network-less environment, all of which can be used to securely authenticate users/devices.",https://www.swidch.com
Attunely,"Attunely offers a proven, compliant, and trustworthy machine learning platform that makes the recovery of receivables easy, seamless, and profitable.",https://www.attunely.com
Aptiv.io,Aptivio - A Revenue Intelligence Platform for Detecting Hidden Revenue Opportunities ahead of competition.,https://www.aptiv.io
CloudVector,CloudVector protects enterprise applications from data breaches due to advanced API threats with a unique zero-impact solution that can discover/monitor/secure all APIs.,https://www.cloudvector.com/
Hydrogen,"Hydrogen is a modular financial API platform that helps developers quickly build and manage savings, investing, insurance, and wellness applications.",https://www.hydrogenplatform.com
ElectroNeek,"ElectroNeek - Hyperautomation platform with ML-powered products to automate 90% of operations with documents, voice and business apps.",https://www.electroneek.com
Dasha.AI,"Dasha.AI is the first and only AI platform that allows you to design, test and launch rich, human-level voice conversations. Automate your entire work flow and bring your costs down or sell your own solutions built on top of Dasha.",https://dasha.ai
Okera,"Okera solves one of the biggest challenges with hybrid, multi-cloud and multi-vendor data platforms—opening data access for innovation while ensuring proper data security, governance, and compliance.",https://www.okera.com
Kinetica,Kinetica - the streaming data warehouse. Stream. Analyze.,https://www.kinetica.com
RMI Insights,RMI Insights automates three statement financial modeling by allowing their clients – asset managers and lenders – to ingest company financials “as is” and visually project how these companies will perform in the future.,https://www.rmiinsights.com
TriggerMesh,"TriggerMesh provides a real-time cloud native integration platform that allows you to connect services together, automate workflows, and accelerate the flow of information across your organization.",http://www.triggermesh.com/
Artificial Labs,As a company we provide zero-touch underwriting for complex commercial lines of insurance business. An extension of this process that we are currently working on is the extraction of submission data from unstructured means such as email body text and attachments.,https://artificial.io/
Bubble Insurance,"Bubble makes life insurance accessible & ubiquitous by making it a no-brainer for home buyers/owners to purchase it seamlessly bundled with home insurance as a natural part of their home/mortgage transaction, leveraging proprietary analytics and digital processes.",http://www.getmybubble.com
Kit,"Kit tracks all your health in one box, providing a streamlined alternative to paramed blood test done by life and health insurers, while verifying user identity.",https://kit.com
HearMe,HearMe allows the user to anonymously connect with an empathetic HearMe Listener.,http://hearme.app/
Cake,Cake (joincake.com) is the digital platform for mortals: we make it easy to create and share your end-of-life plans and documents securely in the cloud.,http://www.joincake.com
Pluto,"Pluto automatically finds and saves all your records on your phone, so you can take control of your health and get better, faster care. Pluto takes the hassle out of organizing data from multiple providers. Pluto figures out all of the providers you’ve visited and seemlessly collects your records in a single place so you can have a complete history of your health.",https://pluto.health/
Rene,We provide companies the tools they need to keep their employees safe and healthy on their journeys.,https://rene.care/
Brightside,"Brightside is an employer-based financial care solution that combines financial assistants, smart technology and innovative products.",https://www.gobrightside.com/
Vero,Vero Intelligence is a mission driven company enabling everyday people and advisors to manage risk and insurance smarter.,https://withvero.com/
PolicyDock Technnologies,"Turnkey Platform-as-a-Service (PaaS) solution for insurers to enable digital distribution, automate their workflows and augement their current core legacy systems",https://www.policydock.com
Agara,"Agara is an autonomous voice conversation agent powered by Real-time Voice AI. It is designed to handle sales and support calls in a conversational manner without human assistance. With Agara, you can enhance your customer experience, improve efficiency and significantly reduce costs.",https://www.agara.ai
Flareless,"Flareless is a predictive wildfire analysis platform. We work by surveying static and dynamic variables, generating a mapping and warning of areas with the highest fire risk, we identified these areas 5 days before the fires. The data for analysis are all obtained through satellites data.",https://www.flareless.org
Friss,"Developer of a ready-to-use fraudulence detecting software designed to detect risk, eliminate fraud and secure compliance. The company's fraudulence detecting software uses proprietary analytics and indexes to mitigate risk for any application, policy or claim and delivers the FRISS Score, a risk indication, enabling businesses to detect and eliminate fraudulence and insurance risks, thereby improving decisions on quotations, policies and claims across all private and commercial lines.",http://www.friss.com
ClaimFlo |  powered by Safekeep,Global Silver Award Efma & Accenture | Zurich Innovation Championship | AI-driven claims processing and recovery,http://www.safekeep.com
Ecopia.AI,Ecopia.AI is an artificial intelligence company specializing in extracting insight from geospatial big data.,https://www.ecopiatech.com/
Urban Sky,"Near space micro-balloons for fresh, high-res data over urban area",http://www.urbansky.space
Monk AI,"Monk.ai is a software solution that evaluates any item's condition based on its visual aspect thanks to AI & computer vision, with a first focus on mobility & insurance.",http://monk.ai
Conservation Labs,"Conservation Labs enables cost effective and sustainable water use with our smart water technology, H2know.",http://www.conservationlabs.com
The Climate Service,"The Climate Service provides climate analytics to help financial firms, companies, and communities measure and manage the financial risk from climate change.",http://www.theclimateservice.com
Describe Data,"Describe Data analyse underwriting data for complex insurance risks, specifically for financial lines. We empower underwriters by providing key risk insights, allowing them to model scenarios and to assess portfolio impact. Our “Bionic Underwriting” approach delivers real value.",http://describedata.com
UnderWrite,UnderWrite exists to make underwriting easy for insurance carriers and agents. It does so by aggregating business operations information of prospects for insurance professionals to use in writing insurance policies. Data enables better underwriting!,http://www.gounderwrite.com
NormShield,Automates the arduous task of monitoring the cyber risk and financial impact of a Company's third party vendors.,http://www.normshield.com
Authomize,Provides enterprises with an automated authorization governance and management solution.,https://www.authomize.com
Privva,"Offers a flexible, user-friendly solution to centralizes the third-party vendor risk management process driving efficiency and transparency across organizations.",https://www.privva.com
Orca Security,"Provides instant-on, workload-level security and visibility into AWS, Microsoft Azure, and Google Cloud Platform － without the gaps in coverage and operational costs of agents.",https://www.orca.security
Zero Networks,Automates the development and enforcement of network access rules throughout an entire network.,https://zeronetworks.com
AntWorks,"s a global artificial intelligence and intelligent automation company, creating new possibilities with data through digitisation, automation and enterprise intelligence.",https://www.ant.works/
Workato,Is an intelligent automation platform designed to automate work in businesses.,https://www.workato.com/
Mimica,"Automates up to 70% of man-hours in RPA. Its AI learns end-to-end processes and generates complete blueprints for bots, slashing deploy times for even the most complex processes.",https://www.mimica.ai
dotData,NO-Code AutoML 2.0 platform helps business intelligence professionals add AI/ML models to their BI stacks quickly and easily.,https://www.dotdata.com
Primer,"Automates the processes that hold analysts, decision-makers and organizations back, enabling faster, more informed decisions at scale.",http://primer.ai
Flip,"Is an innovative, agile startup with a highly motivated and diversified team, directly from the heart of Stuttgart.",https://www.flipapp.de
Starmind,"Unlocks employees’ collective intelligence and expertise to supercharge productivity, innovation and career development.",http://www.starmind.ai
Glean Labs,An automatic employee competency platform for large R&D organizations.,https://www.gleanlabs.com/
Remote HQ,Remote HQ is a collaboration tool for remote teams. Stay connected and work together virtually with your team in all the ways you do in real life.,https://www.remotehq.com/
CellMax Life,"Preventing and detecting cancer early even before symptoms appear, with an accurate routine blood test to detect and analyze rare pre-cancer and cancer cells.",https://cellmaxlife.com/
Luminare,Software that allows hospitals better diagnose and treat patients with sepsis.,http://www.luminaremed.com
RxLive,"A nationwide telehealth platform of clinical pharmacists delivering concierge medication counseling to provider’s patients, employer groups, and consumers.",https://rxlive.com/
Kintsugi,A talk therapy software for mental health.,http://www.kintsugihello.com
Netramark,"Built a fast, explainable AI, that loves small data and is able to discover insights that no one knows are there, and we use it to crack open disease and save pharma companies time and money via superior drug development.",http://www.netramark.com/
Wellthy Therapeutics,Designs clinically validated behavioral interventions to help people change their behaviors and reduce their risk of chronic disease.,https://wellthytherapeutics.com/
RxDiet,"A prescription based dietary treatment which addresses the #1 problem in modern healthcare, poor diet.",http://www.rx-diet.com/
Nuralogix,"Developed a patent pending technology for detecting hidden emotions. Take a selfie, know your healthie™! Using our technology, we have developed the world's first smartphone app that can measure your blood pressure and other physiological measurements that are important for general health and wellness.",https://www.nuralogix.ai/
Heartbeat Health,"An experience created to screen, diagnose, track and manage cardiovascular risk and disease to keep you at your healthiest.",https://www.heartbeathealth.com/
nQ Medical,A computational biomarker for neurodegenerative diseases.,http://www.nq-medical.com/
KeepAppy,"KeepAppy is the mental health gym, bringing data to the world of proactive mental health as prescribed by psychologists and behavioural specialists. The platform is designed to empower consumers and corporates through different techniques under the pillars of ‘prevention, growth and care’. As a social enterprise, KeepAppy is on a mission to make mental healthcare accessible for all through our 1- for-1 model.",http://www.keepappy.com/
LuminDx,A visual search of skin conditions using computer vision and artificial intelligence to help physicians save time and improve care.,http://www.lumindx.com
WalkOut,WalkOut is transforming the physical store by replacing cashiers with a smart checkout system that mounts on existing carts and baskets. The solution uses machine vision to identify products and offers a screen to communicate with customer and offer real-time suggestions to increase the basket size,http://www.walkout.co/
The Fabricant,The Fabricant is the first digital-only fashion house. Their mission is to lead the fashion industry towards a new sector of digital-only clothing that wastes nothing but data and exploits nothing but imagination.,http://www.thefabricant.com/
Stocklear,Stocklear is a B2B marketplace dedicated to overstocks and 2nd life products.,http://www.stocklear.com/
Riskified,"Riskified is an AI platform that enables eCommerce merchants to manage fraud risk, increase revenue, and enhance the customer experience at every stage of the purchase funnel.",http://www.riskified.com/
RevLifter,"RevLifter personalises deals for retailers across any marketing channel. The platform uses AI to understand real-time signals from users onsite behaviour to deliver the right deal to the right customer at the right time, to achieve the advertiser’s goals.",http://www.revlifter.com/
Presize,Presize is a mobile body scanning software for fashion ecommerce. End-user turns around once in front of the smartphone and gets the perfect size recommendation right away. Reducing returns & increasing conversion rates.,http://www.presize.ai/
Paywax,"Paywax is a software company dedicated to making eCommerce checkout easier, faster, and more secure. It is a one-click checkout powered by all the largest wallets: Apple Pay, Google Pay, Paypal, etc.",https://en.paywax.io/
Paptic,"Paptic produces a unique new PAPTIC® material, where the main raw material is sustainably sourced wood fibre. It is a renewable, reusable & recyclable flexible packaging material that enables the replacement of less environmentally friendly materials, e.g. plastic, with little effort.",http://www.paptic.com/
LabSense,"LabSense empowers brands & retailers' content with AI. Their unique multilingual solutions automates content generation & benefits from 8 years of R&D, embedded SEO duplicate analysis, in 14 languages. Their goal is to boost brands & retailers' SEO and CRO content efforts to attract and convert customers into clients!",http://www.lab-sense.com/
Kleiderly,"Kleiderly solves two environmental problems at once. We recycle textile waste into a plastic alternative, meaning that your old clothing can be used to make anything from clothing hangers to furniture. This is a truly circular solution to divert textile waste away from landfills and incinerators, whilst reducing the need for oil based plastics, whilst saving up to 85% of CO2 equivalent emissions.",http://www.kleiderly.com/
Hipli,"Hipli provides and operates reusable packaging for e-commerce, as a Packaging As A Service company. They design mailers that can be reused up to a hundred times and a logistics to ensure that they are really returned and reused. Their clients are e-commerce clothing and cosmetics brands in France.",http://www.hipli.fr/
Gocomo,"Gocomo moves away from “gut feeling” in influencer marketing towards a long-term, data-driven approach. They combine social media, innovative tech and actionable data to create meaningful value for their partners. They bring together brands with their fans and their specific target group.",http://www.gocomo.io/
Element AI,"Element AI is an artificial intelligence solutions provider that gives organizations unparalleled access to cutting-edge technology. Bringing together the best in entrepreneurship, technology and academic ecosystems, Element AI is building an AI-First World to elevate our collective wisdom.",http://www.elementai.com/
Contreeb,Contreeb is the first data-driven B2B SaaS platform which helps businesses calculate & compensate the carbon footprint of any product. They enable brands and retailers to sell “carbon neutral” products to address consumers’ demand for sustainable goods.,http://www.contreeb.com/
Buywith,"Buywith is a livestream shopping technology for brands and retailers to host virtual shopping events on the e-commerce site using influencers and experts who take their followers on a highly engaging journey through the brand’s website, to drive sales and users' engagement.",http://www.buywith.com/
