Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,Actio Biosciences was founded on an understanding that developing new drugs for rare diseases can inform novel treatment approaches for common diseases.,https://www.actiobiosciences.com/
Company Name,Description,Website
Acutus Medical,"Acutus Medical is an arrhythmia management company focused on improving the way cardiac arrhythmias are diagnosed and treated. Acutus is committed to advancing the field of electrophysiology with a unique array of products and technologies which will enable more physicians to treat more patients more efficiently and effectively. Through internal product development, acquisitions and global partnerships, Acutus has established a global sales presence delivering a broad portfolio of highly differentiated electrophysiology products that provide its customers with a complete solution for catheter-based treatment of cardiac arrhythmias. Founded in 2011, Acutus is based in Carlsbad, California.",http://acutusmedical.com/
Company Name,Description,Website
,"Adaptive Phage Therapeutics (APT) is a clinical-stage company advancing therapies to treat multi-drug resistant infections. Prior antimicrobial therapeutic approaches have been ”fixed,” while pathogens continue to evolve resistance to each of those therapeutics, causing those drug products to become rapidly less effective in commercial use as antimicrobial resistance (AMR) increases over time. ",https://www.aphage.com/
Company Name,Description,Website
,"ADC Therapeutics (NYSE: ADCT) is a commercial-stage biotechnology company improving the lives of those affected by cancer with its next-generation, targeted antibody drug conjugates (ADCs). The Company is advancing its proprietary PBD-based ADC technology to transform the treatment paradigm for patients with hematologic malignancies and solid tumors. ADC Therapeutics’ CD19-directed ADC ZYNLONTA® (loncastuximab tesirine-lpyl) is approved by the FDA for the treatment of relapsed or refractory diffuse large B-cell lymphoma after two or more lines of systemic therapy. ZYNLONTA is also in development in combination with other agents. Cami (camidanlumab tesirine) is being evaluated in a pivotal Phase 2 trial for relapsed or refractory Hodgkin lymphoma and in a Phase 1b clinical trial for various advanced solid tumors. In addition to ZYNLONTA and Cami, ADC Therapeutics has multiple ADCs in ongoing clinical and preclinical development. ADC Therapeutics is based in Lausanne (Biopôle), Switzerland and has operations in London, the San Francisco Bay Area and New Jersey.",https://www.adctherapeutics.com/
Company Name,Description,Website
,"Adela is focused on the detection of cancer and other high-morbidity, high-mortality conditions through a routine blood test. The company’s genome-wide methylome enrichment platform captures information from small quantities of cell-free DNA and applies machine learning to detect and classify underlying disease. The platform is unique in its ability to efficiently capture broad genomic information and preserve it during sequencing. Adela’s technology does not require bisulfite conversion, which is a chemical treatment that causes loss of valuable genomic material. The technology is initially being developed for use across the cancer continuum for detection, diagnosis, and management, and in the future will be applied to other conditions beyond cancer. Adela’s investors are F-Prime Capital, OrbiMed, Deerfield Management, Decheng Capital, and RA Capital Management.",https://www.adelabio.com/
Company Name,Description,Website
,Adeptus Health is a leading patient-centered healthcare organization expanding access to the highest quality emergency medical care through its network of freestanding emergency rooms and partnerships with premier healthcare providers.,http://www.adhc.com/
Company Name,Description,Website
,"Advantia is transforming healthcare for all women – we’re setting a higher standard of care and convenience while reducing unnecessary costs. Compassion and value inspire everything we do. We take time to listen, answer questions completely, and offer helpful technology between visits so that our patients are empowered and at ease. Alongside coordinated care, Advantia is pioneering care models that align incentives with the best interests of women and their families.",https://www.advantiahealth.com/
Company Name,Description,Website
,"Aerie is an ophthalmic pharmaceutical company focused on the discovery, development and commercialization of first-in-class/best-in-class therapies for the treatment of patients with eye diseases and conditions including open-angle glaucoma, dry eye, diabetic macular edema and wet age-related macular degeneration. Aerie has two approved products, two Phase 3-ready programs, and an ongoing research program. More information about Aerie’s products can be found at  and . Aerie’s first product, Rhopressa® (netarsudil ophthalmic solution) 0.02%, a once-daily eye drop approved by the U.S. Food and Drug Administration (FDA) for the reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension, was launched in the United States in April 2018. In clinical trials of Rhopressa®, the most common adverse reactions were conjunctival hyperemia, corneal verticillata, instillation site pain, and conjunctival hemorrhage. More information about Rhopressa®, including the product label, is available at www.rhopressa.com. Aerie’s second product for the reduction of elevated IOP in patients with open-angle glaucoma or ocular hypertension, Rocklatan® (netarsudil and latanoprost ophthalmic solution) 0.02%/0.005%, the first and only fixed-dose combination of Rhopressa® and the widely-prescribed PGA (prostaglandin analog) latanoprost, was launched in the United States in May 2019. In clinical trials of Rocklatan®, the most common adverse reactions were conjunctival hyperemia, corneal verticillata, instillation site pain, and conjunctival hemorrhage. More information about Rocklatan®, including the product label, is available at www.rocklatan.com. Aerie continues to focus on the research and development of additional product candidates and technologies in ophthalmology. Rhopressa® and Rocklatan® are trademarks of Aerie.",http://www.aeriepharma.com/
Company Name,Description,Website
Akari Therapeutics,"Akari is a biopharmaceutical company focused on developing inhibitors of acute and chronic inflammation, specifically for the treatment of rare and orphan diseases, in particular those where the complement (C5) or leukotriene (LTB4) systems, or both complement and leukotrienes together, play a primary role in disease progression. Akari’s lead drug candidate, Nomacopan (formerly known as Coversin), is a C5 complement inhibitor that also independently and specifically inhibits leukotriene B4 (LTB4) activity. Nomacopan is currently being clinically evaluated in four areas: bullous pemphigoid (BP), thrombotic microangiopathy (TMA), as well as programs in the eye and lung.",https://www.akaritx.com/
Company Name,Description,Website
,"Alector is a privately held biotechnology company whose mission is to develop immuno-neurology and immuno-oncology therapies to treat neurodegenerative diseases and cancer. Alector is headquartered in South San Francisco, Calif.",https://alector.com/
Company Name,Description,Website
Alimera Sciences,"Alimera Sciences a global pharmaceutical company whose mission is to be invaluable to patients, physicians and partners concerned with retinal health and maintaining better vision longer.",http://www.alimerasciences.com/
Company Name,Description,Website
,"AlivaMab Discovery Services (ADS) sets its partners’ antibody discovery programs on the fastest and most de-risked path through discovery and development. Trusted by top-tier pharmaceutical and biotechnology companies, ADS delivers drug-quality, fully human antibodies on exceptional timelines. ADS achieves its partners’ design goals, from simple to extraordinarily challenging, through the generation and function-first screening of large, molecularly diverse panels of antibodies. ADS focuses on rapid and efficient delivery of antibodies, characterized for function, kinetics and developability, and engineering for advanced modalities, including multispecifics and CARs. The ADS team’s experience in antibody drug discovery and development comes from many of the world’s top 15 pharmaceutical companies, including AbbVie, AstraZeneca, Bristol Myers Squibb, Novartis, Pfizer and Roche/Genentech, and translates across more than 500 discovery programs and 35 clinical candidates. This experience, combined with the use of trusted, proven technologies, including Ablexis’ AlivaMab® Mouse platforms, ensures the highest probability of success.",https://alivamab.com/
Company Name,Description,Website
,"provides the tools for independent physicians to shape health care for the better – for patients, communities and themselves. Founded by a team that understands how to change the playing field for independent practices, Alo helps physicians focus on making sustainable improvements in care. The company is headquartered in Raleigh, N.C.",https://www.alosolutions.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
Actio Biosciences,Actio Biosciences was founded on an understanding that developing new drugs for rare diseases can inform novel treatment approaches for common diseases.,https://www.actiobiosciences.com/
Company Name,Description,Website
,"Ablexis, LLC created AlivaMab Mouse, a suite of unique, patented next generation transgenic mice, and non-exclusively licenses it as a platform for human therapeutic antibody discovery. Ablexis has license agreements with dozens of companies, including global pharmaceutical companies, public and private biotechnology companies and other entities. Ablexis continues making AlivaMab Mouse available via non-exclusive licenses.",https://www.ablexis.com/
Company Name,Description,Website
,Actio Biosciences was founded on an understanding that developing new drugs for rare diseases can inform novel treatment approaches for common diseases.,https://www.actiobiosciences.com/
Company Name,Description,Website
Acutus Medical,"Acutus Medical is an arrhythmia management company focused on improving the way cardiac arrhythmias are diagnosed and treated. Acutus is committed to advancing the field of electrophysiology with a unique array of products and technologies which will enable more physicians to treat more patients more efficiently and effectively. Through internal product development, acquisitions and global partnerships, Acutus has established a global sales presence delivering a broad portfolio of highly differentiated electrophysiology products that provide its customers with a complete solution for catheter-based treatment of cardiac arrhythmias. Founded in 2011, Acutus is based in Carlsbad, California.",http://acutusmedical.com/
Company Name,Description,Website
,"Adaptive Phage Therapeutics (APT) is a clinical-stage company advancing therapies to treat multi-drug resistant infections. Prior antimicrobial therapeutic approaches have been ”fixed,” while pathogens continue to evolve resistance to each of those therapeutics, causing those drug products to become rapidly less effective in commercial use as antimicrobial resistance (AMR) increases over time. ",https://www.aphage.com/
Company Name,Description,Website
,"ADC Therapeutics (NYSE: ADCT) is a commercial-stage biotechnology company improving the lives of those affected by cancer with its next-generation, targeted antibody drug conjugates (ADCs). The Company is advancing its proprietary PBD-based ADC technology to transform the treatment paradigm for patients with hematologic malignancies and solid tumors. ADC Therapeutics’ CD19-directed ADC ZYNLONTA® (loncastuximab tesirine-lpyl) is approved by the FDA for the treatment of relapsed or refractory diffuse large B-cell lymphoma after two or more lines of systemic therapy. ZYNLONTA is also in development in combination with other agents. Cami (camidanlumab tesirine) is being evaluated in a pivotal Phase 2 trial for relapsed or refractory Hodgkin lymphoma and in a Phase 1b clinical trial for various advanced solid tumors. In addition to ZYNLONTA and Cami, ADC Therapeutics has multiple ADCs in ongoing clinical and preclinical development. ADC Therapeutics is based in Lausanne (Biopôle), Switzerland and has operations in London, the San Francisco Bay Area and New Jersey.",https://www.adctherapeutics.com/
Company Name,Description,Website
,"Adela is focused on the detection of cancer and other high-morbidity, high-mortality conditions through a routine blood test. The company’s genome-wide methylome enrichment platform captures information from small quantities of cell-free DNA and applies machine learning to detect and classify underlying disease. The platform is unique in its ability to efficiently capture broad genomic information and preserve it during sequencing. Adela’s technology does not require bisulfite conversion, which is a chemical treatment that causes loss of valuable genomic material. The technology is initially being developed for use across the cancer continuum for detection, diagnosis, and management, and in the future will be applied to other conditions beyond cancer. Adela’s investors are F-Prime Capital, OrbiMed, Deerfield Management, Decheng Capital, and RA Capital Management.",https://www.adelabio.com/
Company Name,Description,Website
,Adeptus Health is a leading patient-centered healthcare organization expanding access to the highest quality emergency medical care through its network of freestanding emergency rooms and partnerships with premier healthcare providers.,http://www.adhc.com/
Company Name,Description,Website
,"Advantia is transforming healthcare for all women – we’re setting a higher standard of care and convenience while reducing unnecessary costs. Compassion and value inspire everything we do. We take time to listen, answer questions completely, and offer helpful technology between visits so that our patients are empowered and at ease. Alongside coordinated care, Advantia is pioneering care models that align incentives with the best interests of women and their families.",https://www.advantiahealth.com/
Company Name,Description,Website
,"Aerie is an ophthalmic pharmaceutical company focused on the discovery, development and commercialization of first-in-class/best-in-class therapies for the treatment of patients with eye diseases and conditions including open-angle glaucoma, dry eye, diabetic macular edema and wet age-related macular degeneration. Aerie has two approved products, two Phase 3-ready programs, and an ongoing research program. More information about Aerie’s products can be found at  and . Aerie’s first product, Rhopressa® (netarsudil ophthalmic solution) 0.02%, a once-daily eye drop approved by the U.S. Food and Drug Administration (FDA) for the reduction of elevated intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension, was launched in the United States in April 2018. In clinical trials of Rhopressa®, the most common adverse reactions were conjunctival hyperemia, corneal verticillata, instillation site pain, and conjunctival hemorrhage. More information about Rhopressa®, including the product label, is available at www.rhopressa.com. Aerie’s second product for the reduction of elevated IOP in patients with open-angle glaucoma or ocular hypertension, Rocklatan® (netarsudil and latanoprost ophthalmic solution) 0.02%/0.005%, the first and only fixed-dose combination of Rhopressa® and the widely-prescribed PGA (prostaglandin analog) latanoprost, was launched in the United States in May 2019. In clinical trials of Rocklatan®, the most common adverse reactions were conjunctival hyperemia, corneal verticillata, instillation site pain, and conjunctival hemorrhage. More information about Rocklatan®, including the product label, is available at www.rocklatan.com. Aerie continues to focus on the research and development of additional product candidates and technologies in ophthalmology. Rhopressa® and Rocklatan® are trademarks of Aerie.",http://www.aeriepharma.com/
Company Name,Description,Website
,"Akari is a biopharmaceutical company focused on developing inhibitors of acute and chronic inflammation, specifically for the treatment of rare and orphan diseases, in particular those where the complement (C5) or leukotriene (LTB4) systems, or both complement and leukotrienes together, play a primary role in disease progression. Akari’s lead drug candidate, Nomacopan (formerly known as Coversin), is a C5 complement inhibitor that also independently and specifically inhibits leukotriene B4 (LTB4) activity. Nomacopan is currently being clinically evaluated in four areas: bullous pemphigoid (BP), thrombotic microangiopathy (TMA), as well as programs in the eye and lung.",https://www.akaritx.com/
Company Name,Description,Website
,"Alector is a privately held biotechnology company whose mission is to develop immuno-neurology and immuno-oncology therapies to treat neurodegenerative diseases and cancer. Alector is headquartered in South San Francisco, Calif.",https://alector.com/
Company Name,Description,Website
,"Alimera Sciences a global pharmaceutical company whose mission is to be invaluable to patients, physicians and partners concerned with retinal health and maintaining better vision longer.",http://www.alimerasciences.com/
Company Name,Description,Website
,"AlivaMab Discovery Services (ADS) sets its partners’ antibody discovery programs on the fastest and most de-risked path through discovery and development. Trusted by top-tier pharmaceutical and biotechnology companies, ADS delivers drug-quality, fully human antibodies on exceptional timelines. ADS achieves its partners’ design goals, from simple to extraordinarily challenging, through the generation and function-first screening of large, molecularly diverse panels of antibodies. ADS focuses on rapid and efficient delivery of antibodies, characterized for function, kinetics and developability, and engineering for advanced modalities, including multispecifics and CARs. The ADS team’s experience in antibody drug discovery and development comes from many of the world’s top 15 pharmaceutical companies, including AbbVie, AstraZeneca, Bristol Myers Squibb, Novartis, Pfizer and Roche/Genentech, and translates across more than 500 discovery programs and 35 clinical candidates. This experience, combined with the use of trusted, proven technologies, including Ablexis’ AlivaMab® Mouse platforms, ensures the highest probability of success.",https://alivamab.com/
Company Name,Description,Website
,"provides the tools for independent physicians to shape health care for the better – for patients, communities and themselves. Founded by a team that understands how to change the playing field for independent practices, Alo helps physicians focus on making sustainable improvements in care. The company is headquartered in Raleigh, N.C.",https://www.alosolutions.com/
Company Name,Description,Website
,"Headquartered in Brentwood, Tennessee, American Addiction Centers is a leading provider of inpatient substance abuse treatment services for individuals with drug and alcohol addiction. AAC operates substance abuse treatment facilities across the U.S. that focus on delivering effective clinical care and treatment solutions. American Addiction Centers aims to provide quality, comprehensive and compassionate care to all who struggle with addiction. Founded by industry veterans Michael Cartwright and Jerrod Menz, AAC was created to facilitate research-based treatment programs with structured curricula for detoxification, residential treatment, partial hospitalization and intensive outpatient care.",https://americanaddictioncenters.org/
Company Name,Description,Website
,"Annexon (Nasdaq: ANNX) is a clinical-stage biopharmaceutical company developing a new class of complement medicines for patients with classical complement-mediated autoimmune, neurodegenerative, and ophthalmic disorders of the body, brain and eye. The company’s pipeline is based on its platform technology addressing a broad spectrum of well-researched classical complement-mediated autoimmune and neurodegenerative diseases triggered by aberrant activation of C1q, the initiating molecule of the classical complement pathway. Annexon is advancing a portfolio of innovative product candidates designed to block the activity of C1q and the entire classical complement pathway: ANX005 (intravenous administration), ANX007 (intravitreal administration), and ANX009 (subcutaneous administration). Annexon is deploying a disciplined, biomarker-driven strategy designed to improve the probability of technical success of its portfolio.",https://annexonbio.com/
Company Name,Description,Website
,"Apertura is a biotechnology company opening opportunities for treating currently intractable diseases. We are uniquely positioned to develop genetic medicines by simultaneously engineering AAV capsids, genetic regulatory elements, and payloads to overcome limitations in cellular access, gene expression, pre-existing immunity, and manufacturability. Apertura is committed to growing the field of gene therapy and believes that together we maximize our impact by working with corporate and academic partners, patients, and foundations. Founded on technologies from the Broad Institute and Harvard University, and with support from Deerfield Management Company, the company is based at the Cure, Deerfield’s innovation campus in New York City.",https://aperturagtx.com/
Company Name,Description,Website
,"Appello Pharmaceuticals, Inc. is a clinical-stage therapeutics company focused on identifying and developing innovative early-stage drug candidates for patients living with disorders of the nervous system. Based in Nashville, Tennessee, Appello has a strong collaborative relationship with Vanderbilt University’s Warren Center for Neuroscience Drug Discovery (WCNDD), where AP-472 was discovered.",https://appellopharma.com/
Company Name,Description,Website
